Node	Beg	End
23100|SRX1051502|ST361	213756	214035
23100|SRX1051502|ST361	242679	242736
23100|SRX1051502|ST361	350845	351265
23100|SRX1051502|ST361	445066	445304
23100|SRX1051502|ST361	611804	612158
23100|SRX1051502|ST361	614114	614336
23100|SRX1051502|ST361	663364	663583
23100|SRX1051502|ST361	667213	667542
30262|ERX221156|ST1073	4754	6083
30262|ERX221156|ST1073	15034	15652
30262|ERX221156|ST1073	23183	25355
30262|ERX221156|ST1073	30384	32323
30262|ERX221156|ST1073	49351	49789
30262|ERX221156|ST1073	51759	55371
30262|ERX221156|ST1073	67059	67294
30262|ERX221156|ST1073	72852	74065
30262|ERX221156|ST1073	157001	157616
30262|ERX221156|ST1073	269800	270049
30262|ERX221156|ST1073	342702	343555
30262|ERX221156|ST1073	375757	376491
30262|ERX221156|ST1073	392931	395104
30262|ERX221156|ST1073	403993	404992
30262|ERX221156|ST1073	598947	599708
30262|ERX221156|ST1073	641639	642452
30262|ERX221156|ST1073	661516	662671
30262|ERX221156|ST1073	663950	665119
30262|ERX221156|ST1073	669768	670510
30262|ERX221156|ST1073	676816	679577
30262|ERX221156|ST1073	687755	688460
30262|ERX221156|ST1073	694000	694420
3704|ERX910051|ST1290	12900	13413
3704|ERX910051|ST1290	36411	36459
3704|ERX910051|ST1290	45267	45716
3704|ERX910051|ST1290	105514	105769
3704|ERX910051|ST1290	113960	114432
3704|ERX910051|ST1290	131461	131837
3704|ERX910051|ST1290	137353	138958
3704|ERX910051|ST1290	146509	146998
3704|ERX910051|ST1290	304891	305615
3704|ERX910051|ST1290	316441	318143
3704|ERX910051|ST1290	350651	350935
3704|ERX910051|ST1290	394028	394726
3704|ERX910051|ST1290	399769	400933
3704|ERX910051|ST1290	403960	405781
3704|ERX910051|ST1290	438945	439305
3704|ERX910051|ST1290	457236	458553
3704|ERX910051|ST1290	510939	511489
3704|ERX910051|ST1290	680068	680398
3704|ERX910051|ST1290	689507	689720
990|ERX1492898|ST2460	11832	12369
990|ERX1492898|ST2460	41108	41358
990|ERX1492898|ST2460	44051	45437
990|ERX1492898|ST2460	118570	118744
990|ERX1492898|ST2460	262090	262558
990|ERX1492898|ST2460	265576	265627
990|ERX1492898|ST2460	332937	341321
990|ERX1492898|ST2460	370837	371197
990|ERX1492898|ST2460	392574	393298
990|ERX1492898|ST2460	642747	643091
990|ERX1492898|ST2460	667556	668157
990|ERX1492898|ST2460	684910	685718
990|ERX1492898|ST2460	699663	700260
39625|ERX460155|ST2767	82964	83240
39625|ERX460155|ST2767	134388	135381
39625|ERX460155|ST2767	242679	242847
39625|ERX460155|ST2767	422523	424128
39625|ERX460155|ST2767	495174	496785
39625|ERX460155|ST2767	522420	523199
39625|ERX460155|ST2767	601079	601244
39625|ERX460155|ST2767	612660	613189
39625|ERX460155|ST2767	676943	677236
982|ERX1492889|ST692	6734	8645
982|ERX1492889|ST692	10590	11757
23982|ERX1033583|ST2682	41990	42095
418|ERX1033553|ST2328	41918	42772
418|ERX1033553|ST2328	258020	260595
418|ERX1033553|ST2328	395488	396238
4234|SRX1051553|ST1153	40445	41358
4234|SRX1051553|ST1153	45267	45713
4234|SRX1051553|ST1153	48524	48590
4234|SRX1051553|ST1153	118570	119236
4234|SRX1051553|ST1153	146216	147028
4234|SRX1051553|ST1153	206682	207229
4234|SRX1051553|ST1153	342243	343020
4234|SRX1051553|ST1153	403993	404992
4234|SRX1051553|ST1153	458433	459390
4234|SRX1051553|ST1153	667213	667582
2626|ERX455900|ST2639	9878	12129
599|ERX110382|ST1207	425979	427371
599|ERX110382|ST1207	431529	433732
599|ERX110382|ST1207	438474	440736
599|ERX110382|ST1207	444976	446383
599|ERX110382|ST1207	456685	460784
599|ERX110382|ST1207	471141	472535
599|ERX110382|ST1207	475174	476258
599|ERX110382|ST1207	486545	486844
3322|ERX552176|ST80	11830	13758
3322|ERX552176|ST80	40165	42097
3322|ERX552176|ST80	111143	112529
3322|ERX552176|ST80	131461	131837
3322|ERX552176|ST80	256192	256812
3322|ERX552176|ST80	262303	263494
3322|ERX552176|ST80	301471	301868
3322|ERX552176|ST80	311078	311510
3322|ERX552176|ST80	351821	352750
3322|ERX552176|ST80	492709	493261
3322|ERX552176|ST80	660385	660637
3322|ERX552176|ST80	667718	668157
5771|ERX1285972|ST2569	5311	5696
5771|ERX1285972|ST2569	8933	11815
5771|ERX1285972|ST2569	13275	14611
5771|ERX1285972|ST2569	19736	20214
5771|ERX1285972|ST2569	24408	25526
5771|ERX1285972|ST2569	38002	43931
5771|ERX1285972|ST2569	79875	80392
5771|ERX1285972|ST2569	110114	110663
5771|ERX1285972|ST2569	114142	114432
5771|ERX1285972|ST2569	118579	119011
5771|ERX1285972|ST2569	144200	146797
5771|ERX1285972|ST2569	148571	149444
5771|ERX1285972|ST2569	156626	158087
5771|ERX1285972|ST2569	172052	173861
5771|ERX1285972|ST2569	262307	262349
5771|ERX1285972|ST2569	265687	266290
5771|ERX1285972|ST2569	299547	300456
5771|ERX1285972|ST2569	304740	306488
5771|ERX1285972|ST2569	311417	311510
5771|ERX1285972|ST2569	316084	318334
5771|ERX1285972|ST2569	356153	357701
5771|ERX1285972|ST2569	381263	382053
5771|ERX1285972|ST2569	384474	385400
5771|ERX1285972|ST2569	387048	387561
5771|ERX1285972|ST2569	389978	394194
5771|ERX1285972|ST2569	395794	396850
5771|ERX1285972|ST2569	401272	402166
5771|ERX1285972|ST2569	403987	405559
5771|ERX1285972|ST2569	415084	416693
5771|ERX1285972|ST2569	522413	522809
5771|ERX1285972|ST2569	614114	615539
5771|ERX1285972|ST2569	663393	669019
5771|ERX1285972|ST2569	674650	677662
5771|ERX1285972|ST2569	694033	695181
20348|SRX476963|ST109	41957	41969
9540|ERX552039|ST3784	386628	386664
2947|ERX490295|ST136	9452	11481
2947|ERX490295|ST136	83021	83189
2947|ERX490295|ST136	148727	148815
2947|ERX490295|ST136	220949	221201
2947|ERX490295|ST136	296058	296622
2947|ERX490295|ST136	346761	348733
2947|ERX490295|ST136	404005	405016
2947|ERX490295|ST136	676938	677501
31732|ERX490324|ST522	24321	24617
31732|ERX490324|ST522	41918	42061
31732|ERX490324|ST522	135245	136393
31732|ERX490324|ST522	157118	157523
31732|ERX490324|ST522	207107	207571
31732|ERX490324|ST522	229484	229778
31732|ERX490324|ST522	384419	385278
31732|ERX490324|ST522	612644	612776
31732|ERX490324|ST522	672067	672355
2895|ERX490230|ST3142	13464	13597
2895|ERX490230|ST3142	30683	32588
2895|ERX490230|ST3142	37124	37482
2895|ERX490230|ST3142	41108	41864
2895|ERX490230|ST3142	45958	46183
2895|ERX490230|ST3142	58179	58532
2895|ERX490230|ST3142	124177	124334
2895|ERX490230|ST3142	192708	192996
2895|ERX490230|ST3142	200340	200614
2895|ERX490230|ST3142	242574	243048
2895|ERX490230|ST3142	351821	352900
2895|ERX490230|ST3142	391359	391617
2895|ERX490230|ST3142	614051	614336
12359|ERX1269274|ST913	32298	32377
12359|ERX1269274|ST913	41882	42551
12359|ERX1269274|ST913	45267	45386
12359|ERX1269274|ST913	52795	53509
12359|ERX1269274|ST913	70287	71886
12359|ERX1269274|ST913	111143	112326
12359|ERX1269274|ST913	206954	207297
12359|ERX1269274|ST913	304891	306261
12359|ERX1269274|ST913	308537	308978
12359|ERX1269274|ST913	663497	663691
12359|ERX1269274|ST913	670380	672118
12359|ERX1269274|ST913	674546	675563
4091|SRX1051402|ST582	178393	182736
4091|SRX1051402|ST582	184665	185201
4091|SRX1051402|ST582	192781	193179
4091|SRX1051402|ST582	205283	205387
4091|SRX1051402|ST582	213834	213963
4091|SRX1051402|ST582	241543	241846
4091|SRX1051402|ST582	248896	249316
4091|SRX1051402|ST582	254846	255138
7680|ERX360785|ST2160	5432	5606
7680|ERX360785|ST2160	8066	8228
7680|ERX360785|ST2160	23537	24534
7680|ERX360785|ST2160	114252	114319
7680|ERX360785|ST2160	134715	135684
7680|ERX360785|ST2160	516380	516410
7680|ERX360785|ST2160	601205	601694
7680|ERX360785|ST2160	609914	610181
7680|ERX360785|ST2160	658362	658581
7680|ERX360785|ST2160	677426	678029
7680|ERX360785|ST2160	684418	684895
4060|SRX1051368|ST1	48935	48939
15034|ERX376396|ST1094	4674	4767
15034|ERX376396|ST1094	9608	10927
15034|ERX376396|ST1094	26195	27443
15034|ERX376396|ST1094	53178	54513
15034|ERX376396|ST1094	108956	109364
15034|ERX376396|ST1094	128818	130096
15034|ERX376396|ST1094	200157	200948
15034|ERX376396|ST1094	218370	219478
15034|ERX376396|ST1094	269389	269846
15034|ERX376396|ST1094	338421	339528
15034|ERX376396|ST1094	341142	342710
15034|ERX376396|ST1094	361260	362417
15034|ERX376396|ST1094	387390	387728
15034|ERX376396|ST1094	390327	391473
15034|ERX376396|ST1094	397405	399727
15034|ERX376396|ST1094	401268	404140
15034|ERX376396|ST1094	545707	546118
15034|ERX376396|ST1094	554029	555104
15034|ERX376396|ST1094	612590	614300
15034|ERX376396|ST1094	643412	644714
15034|ERX376396|ST1094	662296	662764
15034|ERX376396|ST1094	665970	666405
15034|ERX376396|ST1094	680891	681031
1803|ERX267696|ST707	11292	11502
1803|ERX267696|ST707	12780	12924
1803|ERX267696|ST707	17079	17262
1803|ERX267696|ST707	32298	32364
1803|ERX267696|ST707	73107	74509
1803|ERX267696|ST707	82856	83189
1803|ERX267696|ST707	148727	148815
1803|ERX267696|ST707	350695	350995
1803|ERX267696|ST707	394561	396238
1803|ERX267696|ST707	544834	545134
1803|ERX267696|ST707	595289	595867
1803|ERX267696|ST707	598061	600335
1803|ERX267696|ST707	604199	605136
1641|ERX212158|ST177	15286	15652
1641|ERX212158|ST177	148784	148815
1641|ERX212158|ST177	242574	243381
1641|ERX212158|ST177	568166	569698
1641|ERX212158|ST177	633290	633408
3701|ERX910048|ST152	4865	6329
3701|ERX910048|ST152	8903	15439
3701|ERX910048|ST152	23780	29234
3701|ERX910048|ST152	37002	45836
3701|ERX910048|ST152	53482	56104
3701|ERX910048|ST152	124120	130812
3701|ERX910048|ST152	203446	205927
3701|ERX910048|ST152	211721	217112
3701|ERX910048|ST152	221564	223088
3701|ERX910048|ST152	241816	243663
3701|ERX910048|ST152	256145	259757
3701|ERX910048|ST152	293637	295494
3701|ERX910048|ST152	346761	349348
3701|ERX910048|ST152	354553	362134
3701|ERX910048|ST152	380433	381847
3701|ERX910048|ST152	392730	395593
3701|ERX910048|ST152	399330	406786
3701|ERX910048|ST152	436706	439173
3701|ERX910048|ST152	481331	482123
3701|ERX910048|ST152	522420	523478
3701|ERX910048|ST152	566622	571156
3701|ERX910048|ST152	604409	606327
3701|ERX910048|ST152	637261	642043
3701|ERX910048|ST152	650485	652665
3701|ERX910048|ST152	660352	664246
3701|ERX910048|ST152	671188	673863
3701|ERX910048|ST152	676675	678907
3701|ERX910048|ST152	685053	693533
23942|ERX1033560|ST126	11083	12477
23942|ERX1033560|ST126	31940	32340
23942|ERX1033560|ST126	34625	34765
23942|ERX1033560|ST126	41246	41591
23942|ERX1033560|ST126	118579	119440
23942|ERX1033560|ST126	367574	367670
23942|ERX1033560|ST126	374189	375585
23942|ERX1033560|ST126	403939	404179
23942|ERX1033560|ST126	521430	521701
23942|ERX1033560|ST126	613124	615531
23942|ERX1033560|ST126	642815	643091
23942|ERX1033560|ST126	679843	680441
375|ERX1027819|ST479	5012	5986
375|ERX1027819|ST479	52878	54324
375|ERX1027819|ST479	82771	83240
7782|ERX385118|ST580	33158	33581
7782|ERX385118|ST580	39302	39910
7782|ERX385118|ST580	51024	51615
7782|ERX385118|ST580	53462	54960
7782|ERX385118|ST580	96272	96605
7782|ERX385118|ST580	115460	116159
7782|ERX385118|ST580	234152	234225
7782|ERX385118|ST580	256347	257369
7782|ERX385118|ST580	381113	381847
7782|ERX385118|ST580	384459	385318
7782|ERX385118|ST580	444132	444729
7782|ERX385118|ST580	518253	518685
7782|ERX385118|ST580	522908	523003
7782|ERX385118|ST580	546470	547556
7782|ERX385118|ST580	551225	551837
7782|ERX385118|ST580	555044	555107
7782|ERX385118|ST580	567318	567651
7782|ERX385118|ST580	629780	630548
7782|ERX385118|ST580	638470	638575
7782|ERX385118|ST580	663433	663676
7782|ERX385118|ST580	668242	668815
7782|ERX385118|ST580	679843	680874
7782|ERX385118|ST580	683240	684823
20395|SRX2369545|ST243	423693	433176
4267|SRX476967|ST3781	242679	242694
4267|SRX476967|ST3781	305474	305492
20066|ERX212156|ST816	10151	12924
20066|ERX212156|ST816	15034	15298
20066|ERX212156|ST816	59987	60329
20066|ERX212156|ST816	204069	206074
20066|ERX212156|ST816	284917	286998
20066|ERX212156|ST816	359593	359937
20066|ERX212156|ST816	468104	468746
20066|ERX212156|ST816	510778	511343
20066|ERX212156|ST816	544834	545134
20066|ERX212156|ST816	560937	561568
20066|ERX212156|ST816	580225	581045
20066|ERX212156|ST816	641890	643034
20066|ERX212156|ST816	663766	665334
20066|ERX212156|ST816	677128	677585
2807|ERX470753|ST3118	585389	585672
17790|SRX2219265|ST101	13464	14068
17790|SRX2219265|ST101	43380	46081
17790|SRX2219265|ST101	114180	114465
17790|SRX2219265|ST101	119329	119788
17790|SRX2219265|ST101	144860	147028
17790|SRX2219265|ST101	192781	192996
17790|SRX2219265|ST101	218893	220820
17790|SRX2219265|ST101	265576	265627
17790|SRX2219265|ST101	306168	306351
17790|SRX2219265|ST101	399545	400087
17790|SRX2219265|ST101	516383	516905
17790|SRX2219265|ST101	604857	605493
17790|SRX2219265|ST101	613124	616744
17790|SRX2219265|ST101	677426	677662
17790|SRX2219265|ST101	689282	689720
1756|ERX267645|ST2616	2147	2291
1756|ERX267645|ST2616	10304	10829
1756|ERX267645|ST2616	41918	42061
1756|ERX267645|ST2616	44338	45716
1756|ERX267645|ST2616	118796	120478
1756|ERX267645|ST2616	207107	207962
1756|ERX267645|ST2616	285340	285478
1756|ERX267645|ST2616	389720	390396
1756|ERX267645|ST2616	665012	665334
3086|ERX551158|ST3798	448076	448128
3427|ERX556656|ST1560	146191	146238
7790|ERX385128|ST3426	32288	34353
7790|ERX385128|ST3426	36411	39884
4109|SRX1051420|ST50	13444	13690
4109|SRX1051420|ST50	44326	44761
4109|SRX1051420|ST50	47228	47876
4109|SRX1051420|ST50	380517	383087
4109|SRX1051420|ST50	677006	677643
11864|ERX110757|ST2750	5009	5435
11864|ERX110757|ST2750	6917	8168
11864|ERX110757|ST2750	186275	186464
11864|ERX110757|ST2750	189372	189504
11864|ERX110757|ST2750	192781	192981
11864|ERX110757|ST2750	213834	214035
11864|ERX110757|ST2750	405454	406138
11864|ERX110757|ST2750	414326	415456
11864|ERX110757|ST2750	537586	538998
11864|ERX110757|ST2750	598052	598460
11864|ERX110757|ST2750	614910	616708
11864|ERX110757|ST2750	633290	633821
11864|ERX110757|ST2750	675161	676343
11864|ERX110757|ST2750	678398	680360
11864|ERX110757|ST2750	684410	685505
11864|ERX110757|ST2750	691336	691711
4290|SRX477027|ST45	470633	472406
4290|SRX477027|ST45	476159	479336
4290|SRX477027|ST45	485027	488273
12495|ERX1285974|ST2533	12021	14170
12495|ERX1285974|ST2533	23099	23453
12495|ERX1285974|ST2533	37972	44008
12495|ERX1285974|ST2533	47417	48815
12495|ERX1285974|ST2533	55587	56008
12495|ERX1285974|ST2533	103967	105119
12495|ERX1285974|ST2533	135616	135828
12495|ERX1285974|ST2533	176325	180848
12495|ERX1285974|ST2533	203128	204912
12495|ERX1285974|ST2533	240527	241121
12495|ERX1285974|ST2533	242508	242784
12495|ERX1285974|ST2533	248020	248877
12495|ERX1285974|ST2533	261997	264211
12495|ERX1285974|ST2533	269104	269749
12495|ERX1285974|ST2533	304788	306800
12495|ERX1285974|ST2533	316975	317169
12495|ERX1285974|ST2533	341185	342660
12495|ERX1285974|ST2533	350651	350971
12495|ERX1285974|ST2533	358132	359022
12495|ERX1285974|ST2533	387378	389211
12495|ERX1285974|ST2533	444239	447205
12495|ERX1285974|ST2533	475867	477308
12495|ERX1285974|ST2533	521268	521715
12495|ERX1285974|ST2533	580306	581015
12495|ERX1285974|ST2533	642815	643190
12495|ERX1285974|ST2533	663766	664698
12495|ERX1285974|ST2533	667921	669777
12495|ERX1285974|ST2533	680086	680366
905|ERX139326|ST718	5102	5472
905|ERX139326|ST718	13474	13690
905|ERX139326|ST718	148784	148815
905|ERX139326|ST718	205155	206995
905|ERX139326|ST718	288125	288944
905|ERX139326|ST718	355419	357473
905|ERX139326|ST718	360124	360619
905|ERX139326|ST718	400519	402118
905|ERX139326|ST718	444330	444958
905|ERX139326|ST718	510911	511324
905|ERX139326|ST718	536994	537426
905|ERX139326|ST718	545413	545977
NODE_393	468539	472604
NODE_393	475235	487733
NODE_393	522902	523103
NODE_394	6800	7856
NODE_394	14959	15670
NODE_394	33399	36045
NODE_394	44518	45779
NODE_394	49351	52926
NODE_394	87717	88544
NODE_394	101846	105351
NODE_394	117751	118907
NODE_394	145976	146282
NODE_394	177985	178409
NODE_394	337178	343188
NODE_394	370903	371470
NODE_394	387402	388851
NODE_394	506120	507298
NODE_394	517456	520260
NODE_394	528595	528644
NODE_394	569620	569734
NODE_394	586435	587106
NODE_394	596038	602393
NODE_394	604688	605004
NODE_394	607880	616956
NODE_394	632315	635984
NODE_394	654504	654836
NODE_394	662958	665292
NODE_394	676666	681487
NODE_394	686717	688352
NODE_397	16414	16663
NODE_397	692389	692490
NODE_398	1	15631
NODE_398	692974	700539
NODE_414	24321	25325
NODE_414	30575	32400
NODE_414	50051	55745
NODE_414	200815	200872
NODE_414	247371	247816
NODE_414	288128	288520
NODE_414	342792	343047
NODE_414	444910	444955
NODE_414	534522	534938
NODE_414	554074	556430
NODE_414	567318	567651
NODE_414	662399	663507
NODE_414	668359	668815
NODE_414	679843	681071
NODE_435	14977	15619
NODE_435	40991	41759
NODE_435	44569	45005
NODE_435	49345	50521
NODE_435	53511	54046
NODE_435	114163	114492
NODE_435	148682	149039
NODE_435	156947	158226
NODE_435	204974	206122
NODE_435	251718	252454
NODE_435	266215	266623
NODE_435	284728	285994
NODE_435	545741	546278
NODE_435	600242	600650
NODE_435	603427	605396
NODE_435	620250	620958
NODE_435	640109	640888
NODE_435	668163	669243
NODE_435	677483	678029
NODE_436	10629	12369
NODE_436	30673	31287
NODE_436	40991	41677
NODE_436	51024	54351
NODE_436	58157	58238
NODE_436	66826	67766
NODE_436	70164	71253
NODE_436	110283	110480
NODE_436	269389	269846
NODE_436	536497	537909
NODE_436	555044	555332
NODE_436	612590	612746
NODE_436	677029	677663
NODE_436	683642	685691
NODE_436	694306	694318
NODE_437	11380	11667
NODE_437	55650	55885
NODE_437	61298	61436
NODE_437	111983	112931
NODE_437	115115	115424
NODE_437	120385	120469
NODE_437	254725	255264
NODE_437	275251	275461
NODE_437	340218	341043
NODE_437	349165	349417
NODE_437	385872	386286
NODE_437	434574	435663
NODE_437	501884	503513
NODE_437	508283	509357
NODE_437	595699	595819
NODE_437	612761	612776
NODE_437	650695	650722
NODE_437	677060	677282
NODE_438	5189	7137
NODE_438	66335	67294
NODE_438	69927	71757
NODE_438	74065	74531
NODE_438	104640	104956
NODE_438	166775	166898
NODE_438	472454	472868
NODE_438	521634	521715
NODE_438	580312	580438
NODE_438	584947	585061
NODE_438	677474	677609
NODE_439	15571	15652
NODE_439	23100	23327
NODE_439	134790	136066
NODE_439	144281	145627
NODE_439	157745	158472
NODE_439	174641	175175
NODE_439	299637	300555
NODE_439	306170	306824
NODE_439	347741	348037
NODE_439	387354	387837
NODE_439	455559	455739
NODE_439	504851	505388
NODE_439	534524	535877
NODE_439	640724	640888
NODE_439	687604	687908
NODE_443	12571	14061
NODE_443	30673	32307
NODE_443	41918	42061
NODE_443	97274	98351
NODE_443	126076	126428
NODE_443	173474	173870
NODE_443	237572	237644
NODE_443	256245	256458
NODE_443	258062	258726
NODE_443	341604	342186
NODE_443	399417	399927
NODE_443	404455	404588
NODE_443	415868	416298
NODE_443	508083	509492
NODE_443	541504	541645
NODE_443	632720	633299
NODE_444	4944	5432
NODE_444	44431	45030
NODE_444	53916	55782
NODE_444	229720	231194
NODE_444	242679	242854
NODE_444	362021	362299
NODE_444	407071	407950
NODE_444	510733	511585
NODE_444	534884	535554
NODE_444	576817	579709
NODE_444	685277	685421
NODE_448	51366	53004
NODE_450	5012	6116
NODE_450	12571	12984
NODE_450	148568	148815
NODE_450	173522	173870
NODE_450	331782	332654
NODE_450	601079	601916
NODE_450	665058	665334
NODE_457	4784	5735
NODE_457	82871	83240
NODE_457	263810	264571
NODE_457	284005	287421
NODE_457	346587	347182
NODE_457	364523	364961
NODE_457	382533	383136
NODE_457	601079	601313
NODE_457	642043	642855
NODE_479	12780	12924
NODE_479	44540	45770
NODE_479	140254	141802
NODE_479	148792	148857
NODE_479	380656	382191
NODE_479	522908	523810
NODE_479	579138	579436
NODE_503	10854	11301
NODE_503	12571	14061
NODE_503	119137	119755
NODE_503	205903	207040
NODE_503	578748	579823
NODE_503	611804	612289
NODE_503	614930	615356
NODE_503	665052	665335
NODE_503	677006	677129
NODE_525	4944	5927
NODE_525	134559	135279
NODE_525	677128	677236
NODE_528	177197	177346
NODE_528	193161	194962
NODE_528	196348	196738
NODE_528	203290	207571
NODE_529	2163	2456
NODE_529	24321	24579
NODE_529	44338	44761
NODE_529	72721	74242
NODE_529	103187	104396
NODE_529	188326	188839
NODE_529	403939	404293
NODE_529	578748	581049
NODE_529	599204	600140
NODE_531	10854	11502
NODE_531	403759	406017
NODE_531	580180	581028
NODE_531	613145	613773
NODE_531	677128	677236
NODE_533	4674	5315
NODE_533	131476	132460
NODE_533	134388	134973
NODE_533	138445	138775
NODE_533	141489	141887
NODE_533	342915	342987
NODE_533	360413	360745
NODE_533	414269	414698
NODE_533	434487	434718
NODE_533	486551	487010
NODE_533	518253	519903
NODE_533	583414	584845
NODE_533	604857	604899
NODE_533	638252	638580
NODE_533	683117	683252
NODE_533	687167	687677
NODE_535	168980	170168
NODE_535	172199	175184
NODE_535	178909	181616
NODE_535	182736	183193
NODE_535	202368	205117
NODE_535	206954	208039
NODE_535	209791	210430
NODE_537	5135	5995
NODE_537	10875	12924
NODE_537	15082	15298
NODE_537	41918	42029
NODE_537	44540	44761
NODE_537	206954	208820
NODE_537	283846	285007
NODE_537	309425	311189
NODE_537	396192	396475
NODE_537	674536	674945
NODE_537	677128	677236
NODE_538	380232	382883
NODE_538	601079	601556
NODE_538	676723	677236
NODE_539	5135	5558
NODE_539	41918	42061
NODE_539	82856	83240
NODE_539	156902	157523
NODE_539	205009	206995
NODE_539	440706	440937
NODE_539	464825	465719
NODE_539	516313	517223
NODE_540	53883	54666
NODE_540	73657	74511
NODE_540	82619	85038
NODE_540	90179	90810
NODE_540	172052	172310
NODE_540	201544	201838
NODE_540	368003	368201
NODE_540	371062	372157
NODE_540	496590	497589
NODE_540	502403	502757
NODE_540	509725	510601
NODE_540	677057	678107
NODE_541	32298	32364
NODE_541	194824	194959
NODE_541	294936	295632
NODE_541	372250	372909
NODE_541	440706	440937
NODE_541	482282	482617
NODE_541	516308	517223
NODE_541	613145	613877
NODE_541	637961	638837
NODE_541	669868	670486
NODE_542	69250	70383
NODE_542	73420	74509
NODE_542	119191	119608
NODE_542	206954	207619
NODE_542	350695	351075
NODE_543	50988	51615
NODE_543	69909	71247
NODE_543	221030	221909
NODE_543	259463	260013
NODE_543	300198	300246
NODE_543	570532	571081
NODE_543	595547	596182
NODE_543	662704	662764
NODE_544	2090	2156
NODE_544	41918	42029
NODE_544	54609	54741
NODE_544	203475	204412
NODE_544	344286	344454
NODE_544	347383	348037
NODE_544	432545	432632
NODE_544	564789	565077
NODE_544	584104	584524
NODE_545	4823	5169
NODE_545	254890	255100
NODE_545	468104	468746
NODE_546	32298	32400
NODE_546	135616	135999
NODE_546	156362	156902
NODE_546	234137	234197
NODE_546	262955	263779
NODE_546	266587	266888
NODE_546	373116	373482
NODE_546	501884	506382
NODE_546	522821	523003
NODE_546	555074	555161
NODE_546	658941	659088
NODE_547	242679	242739
NODE_547	263810	264253
NODE_547	524486	525173
NODE_547	535375	535554
NODE_548	38996	39389
NODE_548	41942	42020
